,y
447,0.0843166666667
448,0.941666666667
449,0.936
450,0.0651666666667
451,0.967
452,0.335
453,0.009
454,0.34
455,0.0680333333333
456,0.04725
457,0.0514166666667
458,0.247916666667
459,0.09285
460,0.1505
461,0.675833333333
462,0.152683333333
463,0.134666666667
464,0.901416666667
465,0.043
466,0.0714166666667
467,0.947966666667
468,0.0233333333333
469,0.92375
470,0.0794
471,0.173916666667
472,0.13
473,0.0281666666667
474,0.541766666667
475,0.0602333333333
476,0.0481666666667
477,0.898
478,0.999
479,0.0176666666667
480,0.0473333333333
481,0.0183333333333
482,0.871
483,0.0481
484,0.961166666667
485,0.0545
486,0.818
487,0.01825
488,0.547466666667
489,0.410916666667
490,0.8275
491,0.0435
492,0.0433333333333
493,0.8715
494,0.729333333333
495,0.1765
496,0.998
497,0.163466666667
498,0.118966666667
499,0.7785
500,0.6601
501,0.9995
502,0.0125
503,0.931333333333
504,0.942541666667
505,0.595333333333
506,0.134166666667
507,0.1254
508,0.031
509,0.800833333333
510,0.0203333333333
511,0.014
512,0.988
513,0.608166666667
514,0.641166666667
515,0.856
516,0.0178333333333
517,0.026
518,0.06035
519,0.960666666667
520,0.883833333333
521,0.142666666667
522,0.0865
523,0.665233333333
524,0.832666666667
525,0.059
526,0.134583333333
527,0.9915
528,0.887166666667
529,0.2175
530,0.252016666667
531,0.276816666667
532,0.999
533,0.778
534,0.001
535,0.9305
536,0.08825
537,0.0126666666667
538,0.1195
539,0.88375
540,0.0483
541,0.974333333333
542,0.0325
543,0.07
544,0.2789
545,0.0331666666667
546,0.494833333333
547,0.433333333333
548,0.0978333333333
549,0.0382380952381
550,0.920833333333
551,0.007
552,0.0696666666667
553,0.851166666667
554,0.87825
555,0.7665
556,0.68875
557,0.931583333333
558,0.0109166666667
559,0.09525
560,0.996
561,0.693933333333
562,0.9565
563,0.0110333333333
564,0.354833333333
565,0.04825
566,0.0915
567,0.308333333333
568,0.105333333333
569,0.124716666667
570,0.860716666667
571,0.8472
572,0.031
573,0.0393333333333
574,0.770716666667
575,0.884433333333
576,0.025
577,0.970416666667
578,0.756
579,0.022
580,0.1045
581,0.978
582,0.1428
583,0.93675
584,0.868583333333
585,0.949166666667
586,0.03855
587,0.008
588,0.988
589,0.8194
590,0.828333333333
591,0.103333333333
592,0.949333333333
593,0.540166666667
594,0.001
595,0.835
596,0.110416666667
597,0.705
598,0.511666666667
599,0.5205
600,0.689333333333
601,0.0668333333333
602,0.0075
603,0.165416666667
604,0.98125
605,0.9345
606,0.801833333333
607,0.0113333333333
608,0.6826
609,0.0206666666667
610,0.09185
611,0.0788333333333
612,0.121916666667
613,0.909166666667
614,0.0595
615,0.570583333333
616,0.0135
617,0.9836
618,0.4649
619,0.1015
620,0.6305
621,0.078
622,0.0698333333333
623,0.795083333333
624,0.38425
625,0.0833333333333
626,0.9945
627,0.103333333333
628,0.169666666667
629,0.850383333333
630,0.0415
631,0.0918333333333
632,0.893166666667
633,0.09575
634,0.06175
635,0.0656666666667
636,0.912316666667
637,0.32625
638,0.933483333333
639,0.0594166666667
640,0.72475
641,0.984
642,0.0195
643,0.0136666666667
644,0.034
645,0.813666666667
646,0.113833333333
647,0.6924
648,0.0456666666667
649,0.0628333333333
650,0.0305
651,0.062
652,0.916416666667
653,0.191
654,0.771333333333
655,0.05225
656,0.057
657,0.0450380952381
658,0.0735
659,0.934333333333
660,0.0436666666667
661,0.831
662,0.071
663,0.940666666667
664,0.53375
665,0.879166666667
666,0.9425
667,0.0485
668,0.879166666667
669,0.0135
670,0.06875
671,0.985
672,0.011
673,0.771166666667
674,0.893816666667
675,0.163666666667
676,0.00683333333333
677,0.922333333333
678,0.047
679,0.016
680,0.0435833333333
681,0.04
682,0.996
683,0.0345
684,0.03
685,0.116966666667
686,0.133583333333
687,0.462866666667
688,0.552833333333
689,0.002
690,0.987
691,0.6195
692,0.0725
693,0.630966666667
694,0.959
695,0.10975
696,0.430816666667
697,0.0211666666667
698,0.7589
699,0.150766666667
700,0.96375
701,0.9945
702,0.24375
703,0.530166666667
704,0.09775
705,0.0319666666667
706,0.499916666667
707,0.130366666667
708,0.850333333333
709,0.979083333333
710,0.104833333333
711,0.011
712,0.005
713,0.499016666667
714,0.243916666667
715,0.0328333333333
716,0.0456166666667
717,0.09125
718,0.774
719,0.035
720,0.747583333333
721,0.989333333333
722,0.486833333333
723,0.323333333333
724,0.00275
725,0.0965261904762
726,0.2131
727,0.0251666666667
728,0.0781166666667
729,0.6405
730,0.1705
731,0.0545
732,0.0336666666667
733,0.295416666667
734,0.98575
735,0.0896666666667
736,0.0885833333333
737,0.0255333333333
738,0.0530833333333
739,0.60975
740,0.72175
741,0.0085
742,0.00733333333333
743,0.1762
744,0.716833333333
745,0.482833333333
746,0.304166666667
747,0.475416666667
748,0.53895
749,0.148416666667
750,0.0291666666667
751,0.232666666667
752,0.384416666667
753,0.188833333333
754,0.78975
755,0.1995
756,0.958
757,0.0366666666667
758,0.05455
759,0.121671428571
760,0.94825
761,0.561333333333
762,0.0128333333333
763,0.0575
764,0.92815
765,0.428
766,0.861
767,0.202666666667
768,0.9815
769,0.051
770,0.8325
771,0.7446
772,0.0245
773,0.938333333333
774,0.0186666666667
775,0.159
776,0.0951666666667
777,0.2865
778,0.304666666667
779,0.00575
780,0.901095238095
781,0.08475
782,0.151466666667
783,0.195866666667
784,0.45425
785,0.0
786,0.009
787,0.856
788,0.0515
789,0.152166666667
790,0.240166666667
791,0.445783333333
792,0.0406666666667
793,0.914583333333
794,0.943
795,0.906333333333
796,0.3225
797,0.98
798,0.949833333333
799,0.0135
800,0.0457
801,0.216866666667
802,0.651583333333
803,0.483916666667
804,0.989916666667
805,0.0
806,0.618083333333
807,0.8445
808,0.993
809,0.352333333333
810,0.0305
811,0.008
812,0.066
813,0.0916666666667
814,0.128916666667
815,0.0411666666667
816,0.4075
817,0.4297
818,0.011
819,0.8542
820,0.332333333333
821,0.282983333333
822,0.342166666667
823,0.8285
824,0.12715
825,0.538666666667
826,0.0165
827,0.843933333333
828,0.0235
829,0.0770166666667
830,0.641766666667
831,0.9595
832,0.012
833,0.0375
834,0.803333333333
835,0.133333333333
836,0.116066666667
837,0.08395
838,0.851
839,0.136166666667
840,0.03075
841,0.0234166666667
842,0.982
843,0.90985
844,0.812783333333
845,1.0
846,0.0943333333333
847,0.20385
848,0.167066666667
849,0.80485
850,0.0534166666667
851,0.811333333333
852,0.185333333333
853,0.915816666667
854,0.6145
855,0.0371666666667
856,0.108066666667
857,0.66625
858,0.946916666667
859,0.862666666667
860,0.960166666667
861,0.226716666667
862,0.0986666666667
863,0.7655
864,0.133033333333
865,0.990666666667
866,0.0276666666667
867,0.9235
868,0.218483333333
869,0.213983333333
870,0.3641
871,0.972733333333
872,0.9285
873,0.7767
874,0.66425
875,0.465833333333
876,0.862666666667
877,0.0898
878,0.9355
879,0.077
880,0.0518333333333
881,0.0361666666667
882,0.896783333333
883,0.921166666667
884,0.0615
885,0.4315
886,0.0606666666667
887,0.0882333333333
888,0.0125
889,0.157
890,0.989
891,0.013
892,0.588666666667
893,0.12365
894,0.147933333333
895,0.8744
896,0.102
897,0.119116666667
898,0.9035
899,0.0400666666667
900,0.995
901,0.532833333333
902,0.849783333333
903,0.906583333333
904,0.115166666667
905,0.93185
906,0.207
907,0.500633333333
908,0.287833333333
909,0.569166666667
910,0.4601
911,0.0693380952381
912,0.9925
913,0.0943333333333
914,0.904
915,0.858683333333
916,0.993
917,0.795666666667
918,0.100083333333
919,0.912666666667
920,0.142766666667
921,0.712166666667
922,0.957333333333
923,0.0363333333333
924,0.0709
925,0.540833333333
926,0.795
927,0.0603333333333
928,0.158166666667
929,0.216666666667
930,0.997
931,0.0116666666667
932,0.946166666667
933,0.4655
934,0.747833333333
935,0.0278333333333
936,0.932166666667
937,0.0815
938,0.992
939,0.0713333333333
940,0.280333333333
941,0.0206666666667
942,0.0466666666667
943,0.0903333333333
944,0.156333333333
945,0.9485
946,0.132
947,0.29265
948,0.138933333333
949,0.968766666667
950,0.497583333333
951,0.946
952,0.09625
953,0.957083333333
954,0.831583333333
955,0.5705
956,0.212583333333
957,0.169833333333
958,0.757916666667
959,0.726583333333
960,0.81625
961,0.9535
962,0.047
963,0.347166666667
964,0.867916666667
965,0.99
966,0.880333333333
967,0.0341
968,0.488466666667
969,0.97675
970,0.0211666666667
971,0.940833333333
972,0.942383333333
973,0.0653333333333
974,0.941033333333
975,0.0615
976,0.830666666667
977,0.8485
978,0.0765
979,0.038
980,0.4781
981,0.175166666667
982,0.0396666666667
983,0.0515
984,0.02
985,0.11485
986,0.223975
987,0.963833333333
988,0.9505
989,0.997
990,0.023
991,0.537916666667
992,0.8584
993,0.9545
994,0.93725
995,0.934833333333
996,0.153
997,0.108083333333
998,0.9255
999,0.102166666667
1000,0.013
1001,0.0463333333333
1002,0.0398333333333
1003,0.9885
1004,0.966833333333
1005,0.0986666666667
1006,0.02935
1007,0.24015
1008,0.411666666667
1009,0.935166666667
1010,0.356166666667
1011,0.0745952380952
1012,0.17625
1013,0.8565
1014,0.8925
1015,0.0565833333333
1016,0.0890666666667
1017,0.0065
1018,0.79225
1019,0.179333333333
1020,0.033
1021,0.4478
1022,0.0966666666667
1023,0.10075
1024,0.897583333333
1025,0.861833333333
1026,0.8205
1027,0.836416666667
1028,0.0728333333333
1029,0.2985
1030,0.00533333333333
1031,0.4375
1032,0.031
1033,0.007
1034,0.724
1035,0.0135
1036,0.167471428571
1037,0.9906
1038,0.8072
1039,0.107214285714
1040,0.917738095238
1041,0.416883333333
1042,0.994
1043,0.3745
1044,0.02
1045,0.882166666667
1046,0.599166666667
1047,0.0265833333333
1048,0.7842
1049,0.546166666667
1050,0.0543333333333
1051,0.948833333333
1052,0.976
1053,0.966916666667
1054,0.889666666667
1055,0.017
1056,0.0839166666667
1057,0.64325
1058,0.975333333333
1059,0.641166666667
1060,0.460766666667
1061,0.577
1062,0.790333333333
1063,0.975
1064,0.2525
1065,0.00566666666667
1066,0.0659166666667
1067,0.690933333333
1068,0.901166666667
1069,0.363083333333
1070,0.111033333333
1071,0.915
1072,0.6585
1073,0.716033333333
1074,0.157983333333
1075,0.0612333333333
1076,0.439333333333
1077,0.999
1078,0.442666666667
1079,0.994666666667
1080,0.0353333333333
1081,0.887666666667
1082,0.172083333333
1083,0.996
1084,0.842333333333
1085,0.0405
1086,0.557433333333
1087,0.00658333333333
1088,0.136
1089,0.0771166666667
1090,0.850833333333
1091,0.170666666667
1092,0.0685
1093,0.5535
1094,0.125583333333
1095,0.813333333333
1096,0.0113333333333
1097,0.0299166666667
1098,0.9945
1099,0.739666666667
1100,0.992666666667
1101,0.0559166666667
1102,0.208583333333
1103,0.0711666666667
1104,0.965
1105,0.03025
1106,0.62
1107,0.034
1108,0.03475
1109,0.533566666667
1110,0.517333333333
1111,0.694166666667
1112,0.989583333333
1113,0.013
1114,0.317333333333
1115,0.003
1116,0.161683333333
1117,0.04265
1118,0.9735
1119,0.717833333333
1120,0.561083333333
1121,0.0730833333333
1122,0.950016666667
1123,0.0813333333333
1124,0.0348
1125,0.996
1126,0.1271
1127,0.961833333333
1128,0.0251666666667
1129,0.2025
1130,0.170616666667
1131,0.05375
1132,0.0195
1133,0.015
1134,0.844333333333
1135,0.0573333333333
1136,0.0458333333333
1137,0.148583333333
1138,0.0546666666667
1139,0.222416666667
1140,0.29865
1141,0.775233333333
1142,0.0286666666667
1143,0.1205
1144,0.869
1145,0.008
1146,0.930916666667
1147,0.0425
1148,0.0115
1149,0.772266666667
1150,0.89975
1151,0.424166666667
1152,0.778333333333
1153,0.666633333333
1154,0.0379666666667
1155,0.7685
1156,0.0135
1157,0.995
1158,0.999
1159,0.11475
1160,0.129583333333
1161,0.034
1162,0.748916666667
1163,0.919166666667
1164,0.168664285714
1165,0.9915
1166,0.875
1167,0.0875833333333
1168,0.924
1169,0.18
1170,0.0218333333333
1171,0.923
1172,0.86975
1173,0.526
1174,0.85
1175,0.40825
1176,0.224566666667
1177,0.92205
1178,0.0156666666667
1179,0.9511
1180,0.062
1181,0.16875
1182,0.036
1183,0.0346666666667
1184,0.678
1185,0.7624
1186,0.421583333333
1187,0.8583
1188,0.5956
1189,0.280333333333
1190,0.0115
1191,0.9074
1192,0.0608333333333
1193,0.137333333333
1194,0.268316666667
1195,0.998
1196,0.27825
1197,0.271333333333
1198,0.0193333333333
1199,0.194
1200,0.969666666667
1201,0.588
1202,0.007
1203,0.11955
1204,0.06975
1205,0.0173333333333
1206,0.0724166666667
1207,0.510083333333
1208,0.947666666667
1209,0.602833333333
1210,0.9745
1211,0.12805
1212,0.982333333333
1213,0.0541666666667
1214,0.0569642857143
1215,0.981833333333
1216,0.0855
1217,0.0324285714286
1218,0.046
1219,0.676333333333
1220,0.196333333333
1221,0.455
1222,0.023
1223,0.9722
1224,0.975
1225,0.90655
1226,0.273166666667
1227,0.324
1228,0.710666666667
1229,0.0573333333333
1230,0.129026190476
1231,0.952166666667
1232,0.738833333333
1233,0.287916666667
1234,0.783416666667
1235,0.191083333333
1236,0.0850666666667
1237,0.0680833333333
1238,0.0234
1239,0.0405
1240,0.971633333333
1241,0.01
1242,0.270983333333
1243,0.850083333333
1244,0.205766666667
1245,0.9086
1246,0.7157
1247,0.620233333333
1248,0.696666666667
1249,0.081
1250,0.152466666667
1251,0.686
1252,0.97925
1253,0.850633333333
1254,0.988
1255,0.138
1256,0.996
1257,0.11825
1258,0.492333333333
1259,0.0530833333333
1260,0.100666666667
1261,0.26025
1262,0.3895
1263,0.836583333333
1264,0.007
1265,0.0398333333333
1266,0.220833333333
1267,0.864016666667
1268,0.755666666667
1269,0.232083333333
1270,0.10545
1271,0.843416666667
1272,0.342583333333
1273,0.0895666666667
1274,0.7415
1275,0.79035
1276,0.1717
1277,0.44175
1278,0.810266666667
1279,0.931833333333
1280,0.727916666667
1281,0.0826666666667
1282,0.0496666666667
1283,0.986333333333
1284,0.78675
1285,0.570666666667
1286,0.976333333333
1287,0.0856666666667
1288,0.125333333333
1289,0.921566666667
1290,0.0671666666667
1291,0.009
1292,0.0471666666667
1293,0.0045
1294,0.986
1295,0.115583333333
1296,0.682
1297,0.0909166666667
1298,0.890816666667
1299,0.765583333333
1300,0.997
1301,0.990666666667
1302,0.37975
1303,0.21865
1304,0.964083333333
1305,0.9465
1306,0.9755
1307,0.0113333333333
1308,0.4088
1309,0.9605
1310,0.3275
1311,0.098
1312,0.872
1313,0.953666666667
1314,0.950166666667
1315,0.019
1316,0.923
1317,0.863166666667
1318,0.9445
1319,0.822616666667
1320,0.1319
1321,0.004
1322,0.947916666667
1323,0.126416666667
1324,0.0055
1325,0.02275
1326,0.047
1327,0.852333333333
1328,0.131466666667
1329,0.210166666667
1330,0.212983333333
1331,0.470866666667
1332,0.815
1333,0.102333333333
1334,0.3585
1335,0.216666666667
1336,0.027
1337,0.0668333333333
1338,0.73025
1339,0.975666666667
1340,0.270566666667
1341,0.668
1342,0.242666666667
1343,0.955833333333
1344,0.861333333333
1345,0.0488333333333
1346,0.0111666666667
1347,0.094
1348,0.771166666667
1349,0.00733333333333
1350,0.63225
1351,0.00666666666667
1352,0.0683333333333
1353,0.0103333333333
1354,0.104333333333
1355,0.127083333333
1356,0.0341666666667
1357,0.826833333333
1358,0.580666666667
1359,0.493916666667
1360,0.896333333333
1361,0.0445
1362,0.538083333333
1363,0.03225
1364,0.361583333333
1365,0.112
1366,0.08825
1367,0.00583333333333
1368,0.0999833333333
1369,1.0
1370,0.0406428571429
1371,0.145583333333
1372,0.1295
1373,0.9475
1374,0.065
1375,0.741416666667
1376,0.0605833333333
1377,0.01
1378,0.995
1379,0.915166666667
1380,0.52275
1381,0.232666666667
1382,0.703333333333
1383,0.0647666666667
1384,0.899333333333
1385,0.0655833333333
1386,0.189966666667
1387,0.432
1388,0.0621666666667
1389,0.923333333333
1390,0.24475
1391,0.158666666667
1392,0.580816666667
1393,0.0385833333333
1394,0.113666666667
1395,0.0251666666667
1396,0.923333333333
1397,0.36675
1398,0.908166666667
1399,0.76880952381
1400,0.8278
1401,0.982833333333
1402,0.978
1403,0.850083333333
1404,0.333
1405,0.0153333333333
1406,0.0674880952381
1407,0.615166666667
1408,0.8456
1409,0.022
1410,0.001
1411,0.0465
1412,0.130333333333
1413,0.0401666666667
1414,0.37355
1415,0.837066666667
1416,0.200833333333
1417,0.503633333333
1418,0.21625
1419,0.181166666667
1420,0.0675
1421,0.11425
1422,0.126916666667
1423,0.462166666667
1424,0.0165
1425,0.716416666667
1426,0.956833333333
1427,0.0326666666667
1428,0.774483333333
1429,0.501666666667
1430,0.0129166666667
1431,1.0
1432,0.0825
1433,0.213
1434,0.001
1435,0.0915
1436,0.0710666666667
1437,0.028
1438,0.340833333333
1439,0.589583333333
1440,0.077
1441,0.1655
1442,0.53145
1443,0.861083333333
1444,0.0539333333333
1445,0.0844166666667
1446,0.634
1447,0.322566666667
1448,0.0218666666667
1449,0.932
1450,0.990916666667
1451,0.9695
1452,0.0493333333333
1453,0.2295
1454,0.129183333333
1455,0.384166666667
1456,0.0255666666667
1457,0.08
1458,0.0706166666667
1459,0.00583333333333
1460,0.107833333333
1461,0.509333333333
1462,0.0948
1463,0.13725
1464,0.843333333333
1465,0.024
1466,0.0418333333333
1467,0.10175
1468,0.0393333333333
1469,0.077
1470,0.00466666666667
1471,0.947
1472,0.0126666666667
1473,0.918166666667
1474,0.955
1475,0.9914
1476,0.7335
1477,0.38195
1478,0.840666666667
1479,0.173666666667
1480,0.0706666666667
1481,0.396166666667
1482,0.223083333333
1483,0.2385
1484,0.701083333333
1485,0.998
1486,0.933916666667
1487,0.0165
1488,0.0900833333333
1489,0.210833333333
1490,0.227833333333
1491,0.8096
1492,0.718683333333
1493,0.876933333333
1494,0.960666666667
1495,0.25685
1496,0.885416666667
1497,0.971333333333
1498,0.0523333333333
1499,0.105333333333
1500,0.800833333333
1501,0.0301666666667
1502,0.101383333333
1503,0.9935
1504,0.475166666667
1505,0.0276666666667
1506,0.9935
1507,0.664333333333
1508,0.846
1509,0.0413333333333
1510,0.962833333333
1511,0.985
1512,0.430083333333
1513,0.203366666667
1514,0.873083333333
1515,0.0303333333333
1516,0.860833333333
1517,0.813833333333
1518,0.8915
1519,0.998
1520,0.05075
1521,0.280166666667
1522,0.9485
1523,0.160583333333
1524,0.0973333333333
1525,0.578833333333
1526,0.9465
1527,0.0613333333333
1528,0.0465
1529,0.987
1530,0.009
1531,0.4789
1532,0.1365
1533,0.799366666667
1534,0.965166666667
1535,0.706
1536,0.0405666666667
1537,0.0673
1538,0.193
1539,0.7035
1540,0.016
1541,0.0549166666667
1542,0.03
1543,0.79925
1544,0.013
1545,0.043
1546,0.953583333333
1547,0.98475
1548,0.898697619048
1549,0.143666666667
1550,0.016
1551,0.0411666666667
1552,0.165533333333
1553,0.796333333333
1554,0.014
1555,0.885666666667
1556,0.0103333333333
1557,0.0336166666667
1558,0.691016666667
1559,0.11135
1560,0.234766666667
1561,0.0363333333333
1562,0.7885
1563,0.1443
1564,0.0631666666667
1565,0.153166666667
1566,0.0749666666667
1567,0.739416666667
1568,0.0311666666667
1569,0.491316666667
1570,0.866416666667
1571,0.923666666667
1572,0.08425
1573,0.996
1574,0.0226666666667
1575,0.975166666667
1576,0.016
1577,0.0966666666667
1578,0.0243333333333
1579,0.947
1580,0.9505
1581,0.312866666667
1582,0.019
1583,0.9965
1584,0.986833333333
1585,0.1045
1586,0.195666666667
1587,0.100183333333
1588,0.10875
1589,0.807166666667
1590,0.213583333333
1591,0.574
1592,0.0406666666667
1593,0.0403333333333
1594,0.970333333333
1595,0.579666666667
1596,0.335166666667
1597,0.594583333333
1598,0.8255
1599,0.85525
1600,0.819766666667
1601,0.02235
1602,0.44685
1603,0.08625
1604,0.0635238095238
1605,0.0175833333333
1606,0.97625
1607,0.3447
1608,0.694916666667
1609,0.97025
1610,0.199
1611,0.007
1612,0.793566666667
1613,0.935666666667
1614,0.97
1615,0.022
1616,0.005
1617,0.168333333333
1618,0.837583333333
1619,0.820333333333
1620,0.0595
1621,0.219066666667
1622,0.373333333333
1623,0.129333333333
1624,0.540583333333
1625,0.77375
1626,0.115333333333
1627,0.877583333333
1628,0.711916666667
1629,0.429166666667
1630,0.0201666666667
1631,0.09475
1632,0.714616666667
1633,0.005
1634,0.264833333333
1635,0.141083333333
1636,0.017
1637,0.2625
1638,0.0648333333333
1639,0.146983333333
1640,0.489433333333
1641,0.109
1642,0.038
1643,0.690466666667
1644,0.702783333333
1645,0.105916666667
1646,0.017
1647,0.936833333333
1648,0.02525
